Scrip Code,Symbol,Scrip Name,ISIN,Instrument Type
531752,BIOGEN,Biogen Pharmachem Industries Ltd,INE703D01023,Equity
531758,GKCONS,GK Consultants Ltd,INE131D01019,Equity
531761,APOLLOPIPE,Apollo Pipes Ltd,INE126J01016,Equity
531762,UNJHAFOR,Unjha Formulations Ltd,INE576D01015,Equity
531768,POLYMED,Poly Medicure Ltd,INE205C01021,Equity
531769,PFLINFOTC,PFL Infotech Ltd,INE600F01018,Equity
531771,SHRADDHA,Shraddha Prime Projects Ltd,INE311M01018,Equity
531775,CISTRO,CISTRO Telelink Ltd,INE365C01023,Equity
531778,KACHCHH,Kachchh Minerals Ltd,INE059E01010,Equity
531779,PADALPO,Padmanabh Alloys & Polymers Ltd,INE630U01014,Equity
531780,KACL,Kaiser Corporation Ltd,INE229G01022,Equity
531784,KCLINFRA,KCL Infra Projects Ltd,INE469F01026,Equity
531794,SESHACHAL,Seshachal Technologies Ltd,INE331F01028,Equity
531795,ATULAUTO,Atul Auto Ltd,INE951D01028,Equity
531797,SCANPRO,Scan Projects Ltd,INE393D01015,Equity
531802,PRERINFRA,Prerna Infrabuild Ltd,INE426H01014,Equity
531810,METALCO,Metal Coatings India Ltd,INE161E01014,Equity
531812,SGNTE,SGN Telecoms Ltd,INE266C01023,Equity
531813,GANGAPA,Ganga Papers India Ltd,INE278O01015,Equity
531814,TIRSARJ,Tirupati Sarjan Ltd,INE297J01023,Equity
531821,MUNOTHFI,Munoth Financial Services Ltd,INE348D01019,Equity
531822,RODIUM,Rodium Realty Ltd,INE513E01024,Equity
531825,RCCEMEN,RCC Cements Ltd,INE335N01015,Equity
531832,NAGTECH,Nagarjuna Agri Tech Ltd,INE793H01017,Equity
531834,NATHUEC,Natura Hue Chem Ltd,INE487B01019,Equity
531840,IECEDU,IEC Education Ltd,INE172B01017,Equity
531841,INDUSFINL,Indus Finance Ltd,INE935D01013,Equity
531842,LAHOTIOV,Lahoti Overseas Ltd,INE515C01023,Equity
531845,ZENITHSTL,Zenith Steel Pipes & Industries Ltd,INE318D01020,Equity
531846,TRINITYLEA,Trinity League India Ltd,INE884X01011,Equity
531847,ASTAR,Asian Star Company Ltd,INE194D01017,Equity
531859,ORIRAIL,Oriental Rail Infrastructure Ltd,INE457G01029,Equity
531861,JOINDRE,Joindre Capital Services Ltd,INE024B01010,Equity
531862,BHARATAGRI,Bharat Agri Fert & Realty Ltd,INE842D01029,Equity
531867,UNITINT,Unitech International Ltd,INE929K01011,Equity
531869,SACHEMT,Sacheta Metals Ltd,INE433G01020,Equity
531870,POPULARES,Popular Estate Management Ltd,INE370C01015,Equity
531878,ANJANIFIN,Anjani Finance Ltd,INE283D01018,Equity
531885,SVAINDIA,SVA India Ltd,INE763K01014,Equity
531887,TACENT,Tacent Projects Ltd,INE149D01011,Equity
531888,REXNORD,Rexnord Electronics & Controls Ltd,INE687C01012,Equity
531889,IIL,Integrated Industries Ltd,INE882B01037,Equity
531892,KHANDSE,Khandwala Securities Ltd,INE060B01014,Equity
531893,SAWACA,Sawaca Enterprises Ltd,INE248B01023,Equity
531900,CCLINTER,CCL International Ltd,INE778E01031,Equity
531902,GALLOPENT,Gallops Enterprise Ltd,INE755J01012,Equity
531909,CROISSANCE,Croissance Ltd,INE587J01027,Equity
531910,MADHUVEER,Madhuveer Com 18 Network Ltd,INE312M01016,Equity
531911,GALAGEX,Galaxy Agrico Exports Ltd,INE803L01016,Equity
531913,GOPAIST,Gopal Iron & Steels Company Gujarat Ltd,INE641H01018,Equity
531918,HINDAPL,Hindustan Appliances Ltd,INE02XD01011,Equity
531921,AGARIND,Agarwal Industrial Corporation Ltd,INE204E01012,Equity
531923,DHAMPURE,Dhampure Specialty Sugars Ltd,INE956B01013,Equity
531925,SHAQUAK,Shantanu Sheorey Aquakult Ltd,INE545N01019,Equity
531928,GOLCA,Golden Carpets Ltd,INE595D01015,Equity
531929,INNOCORP,Innocorp Ltd,INE214B01017,Equity
531930,SARTHAKIND,Sarthak Industries Ltd,INE074H01012,Equity
531931,SAICAPI,Sai Capital Ltd,INE531X01018,Equity
531936,BLUECHIP,Blue Chip India Ltd,INE657B01025,Equity
531944,LEXORAA,Lexoraa Industries Ltd,INE185D01015,Equity
531946,CHADPAP,Chadha Papers Ltd,INE669W01018,Equity
531950,VERTEX,Vertex Securities Ltd,INE316D01024,Equity
531952,RIBATEX,Riba Textiles Ltd,INE811H01017,Equity
531959,NEWINFRA,Newtime Infrastructure Ltd,INE997D01021,Equity
531960,KASHYAP,Kashyap Tele-Medicines Ltd,INE108B01029,Equity
531962,SHREMETAL,Shree Metalloys Ltd,INE914B01012,Equity
531968,IITLPROJ,IITL Projects Ltd,INE786E01018,Equity
531971,HARIGOV,Hari Govind International Ltd,INE167F01018,Equity
531977,CHLOGIST,Chartered Logistics Ltd,INE558F01026,Equity
531978,AMBIKCO,Ambika Cotton Mills Ltd,INE540G01014,Equity
531979,HINDALUMI,Hind Aluminium Industries Ltd,INE227B01019,Equity
531980,SENINFO,Senthil Infotek Ltd,INE564B01015,Equity
531982,SPECFOOD,Spectrum Foods Ltd,INE547C01018,Equity
531989,DECPO,Deccan Polypacks Ltd,INE132E01015,Equity
531991,AMRAAGRI,Amraworld Agrico Ltd,INE735C01027,Equity
531994,AUTOPINS,Auto Pins (India) Ltd,INE706C01028,Equity
531996,ODYCORP,Odyssey Corporation Ltd,INE839E01023,Equity
531997,IKOMA,Ikoma Technologies Ltd,INE164D01010,Equity
532001,INDCTST,Inducto Steel Ltd,INE146H01018,Equity
532005,SAMINDUS,Sam Industries Ltd,INE653D01012,Equity
532007,SHVFL,Shree Vatsaa Finance & leasing Ltd,INE981C01019,Equity
532011,POOJAENT,Vashu Bhagnani Industries Ltd,INE147C01017,Equity
532015,GRAVITY,Gravity India Ltd,INE995A01013,Equity
532016,ESPIRE,Espire Hospitality Limited,INE176O01011,Equity
532019,LCCINFOTEC,LCC Infotech Ltd,INE938A01021,Equity
532022,FILATFASH,Filatex Fashions Ltd,INE185E01021,Equity
532024,AARCON,Aarcon Facilities Ltd,INE056J01015,Equity
532029,SINDHUTRAD,Sindhu Trade Links Ltd,INE325D01025,Equity
532035,UNISTRMU,UNISTAR MULTIMEDIA LTD.,INE808C01014,Equity
532039,ZENOTECH,Zenotech Laboratories Ltd,INE486F01012,Equity
532041,HINDBIO,Hindustan Bio Sciences Ltd,INE597C01021,Equity
532042,FRONTCORP,Frontline Corporation Ltd,INE092D01013,Equity
532051,SWELECTES,Swelect Energy Systems Ltd,INE409B01013,Equity
532053,WALLFORT,Wallfort Financial Services Ltd,INE121B01014,Equity
532054,KDDL,KDDL Ltd,INE291D01011,Equity
532056,TRUSTEDGE,Trustedge Capital Ltd,INE398H01015,Equity
532057,ABHICAP,Abhinav Capital Services Ltd,INE516F01016,Equity
532067,3BBLACKBIO,3B BlackBio Dx Ltd,INE994E01018,Equity
532070,SUMUKA,Sumuka Agro Industries Ltd,INE311N01016,Equity
532072,INTERDIGI,Interworld Digital Ltd,INE177D01020,Equity
532078,MONIND,Monind Ltd,INE407E01029,Equity
532083,SHKALYN,Shri Kalyan Holdings Ltd,INE079N01019,Equity
532090,ATVOENT,Atvo Enterprises Ltd,INE219M01021,Equity
532092,EPUJA,Epuja Spiritech Ltd,INE807D01030,Equity
532100,INDOCITY,Indo City Infotech Ltd,INE456B01014,Equity
532102,SBECSUG,SBEC Sugar Ltd,INE948G01019,Equity
532105,MEGFI,Mega Fin India Ltd,INE524D01015,Equity
532113,BRIJLEAS,Brijlaxmi Leasing & Finance Ltd,INE957E01031,Equity
532123,BSELALGO,BSEL Algo Ltd,INE395A01016,Equity
532124,RELIABVEN,Reliable Ventures India Ltd,INE419H01019,Equity
532131,TRIUMPIN,Triumph International Finance India Ltd,INE382B01012,Equity
532134,BANKBARODA,Bank of Baroda,INE028A01039,Equity
532138,SMCREDT,SMC Credits Ltd,INE440E01012,Equity
532139,GTEIT,G-Tech Info-Training Ltd,INE634D01038,Equity
532140,MOHITE,Mohite Industries Ltd,INE154B01023,Equity
532141,ACL,Andhra Cements Ltd,INE666E01020,Equity
532143,SKMEGGPROD,SKM Egg Products Export (India) Ltd,INE411D01015,Equity
532144,WELCORP,Welspun Corp Ltd,INE191B01025,Equity
532145,HOTLSILV,H S India Ltd,INE731B01010,Equity
532149,BANKINDIA,Bank of India,INE084A01016,Equity
532150,INDRAMEDCO,Indraprastha Medical Corporation Ltd,INE681B01017,Equity
532154,JOHNPHARMA,Johnson Pharmacare Ltd,INE560F01022,Equity
532155,GAIL,Gail (India) Ltd,INE129A01019,Equity
532156,VAIBHAVGBL,Vaibhav Global Ltd,INE884A01027,Equity
532159,TRESCON,Trescon Ltd,INE088D01011,Equity
532160,GUJSTATFIN,Gujarat State Financial Corporation,INE944A01011,Equity
532162,JKPAPER,JK Paper Ltd,INE789E01012,Equity
532163,SAREGAMA,Saregama India Ltd,INE979A01025,Equity
532164,MINOLTAF,Minolta Finance Ltd,INE514C01026,Equity
532167,OMKARPH,Omkar Pharmachem Ltd,INE501C01015,Equity
532172,ADROITINFO,Adroit Infotech Ltd,INE737B01033,Equity
532173,CYBERTECH,CyberTech Systems and Software Ltd,INE214A01019,Equity
532174,ICICIBANK,ICICI Bank Ltd,INE090A01021,Equity
532175,CYIENT,Cyient Ltd,INE136B01020,Equity
532178,ENGINERSIN,Engineers India Ltd,INE510A01028,Equity
532180,DHANBANK,Dhanlaxmi Bank Ltd,INE680A01011,Equity
532181,GMDCLTD,Gujarat Mineral Development Corporation Ltd,INE131A01031,Equity
532183,GAYATRI,Gayatri Sugars Ltd,INE622E01023,Equity
532187,INDUSINDBK,Indusind Bank Ltd,INE095A01012,Equity
532189,ITDC,India Tourism Development Corporation Ltd,INE353K01014,Equity
532209,J&KBANK,Jammu & Kashmir Bank Ltd,INE168A01041,Equity
532210,CUB,City Union Bank Ltd,INE491A01021,Equity
532212,ARCHIES,Archies Ltd,INE731A01020,Equity
532215,AXISBANK,AXIS Bank Ltd,INE238A01034,Equity
532216,HBSL,HB Stockholdings Ltd,INE550B01022,Equity
532217,CMXLTD,CMX Holdings Ltd,INE027F01014,Equity
532218,SOUTHBANK,South Indian Bank Ltd,INE683A01023,Equity
532219,ENERGYDEV,Energy Development Company Ltd,INE306C01019,Equity
532221,SONATSOFTW,Sonata Software Ltd,INE269A01021,Equity
532230,BENGALT,Bengal Tea & Fabrics Ltd,INE665D01016,Equity
532234,NATIONALUM,National Aluminium Company Ltd,INE139A01034,Equity
532240,INDNIPPON,India Nippon Electricals Ltd,INE092B01025,Equity
532256,NSIL,Nalwa Sons Investments Ltd,INE023A01030,Equity
532259,APARINDS,Apar Industries Ltd,INE372A01015,Equity
532262,TCIIND,TCI Industries Ltd,INE920B01019,Equity
532268,ACCELYA,Accelya Solutions India Ltd,INE793A01012,Equity
532271,ORCHASP,Orchasp Ltd,INE215B01022,Equity
532275,LANDMARC,Landmarc Leisure Corporation Ltd,INE394C01023,Equity
532281,HCLTECH,HCL Technologies Ltd,INE860A01027,Equity
532284,TCFCFINQ,TCFC Finance Ltd,INE389D01013,Equity
532285,GEOJITFSL,Geojit Financial Services Ltd,INE007B01023,Equity
532286,JINDALSTEL,Jindal Steel Ltd,INE749A01030,Equity
532290,BLBLIMITED,BLB Ltd,INE791A01024,Equity
532296,GLENMARK,Glenmark Pharmaceuticals Ltd,INE935A01035,Equity
532300,WOCKPHARMA,Wockhardt Ltd,INE049B01025,Equity
532303,INTEGHIT,Integrated Hitech Ltd,INE934A01012,Equity
532304,KJMCCORP,KJMC Corporate Advisors (India) Ltd,INE602C01011,Equity
532305,INDSWFTLAB,Ind-Swift Laboratories Ltd,INE915B01019,Equity
532309,GVPIL,GE Power India Ltd,INE878A01011,Equity
532310,SHREERAMA,Shree Rama Multi-Tech Ltd,INE879A01019,Equity
532313,MAHLIFE,Mahindra Lifespace Developers Ltd,INE813A01018,Equity
532315,GROARC,Groarc Industries India Ltd,INE042B01012,Equity
532320,VAARAD,Vaarad Ventures Ltd,INE418B01048,Equity
532321,ZYDUSLIFE,Zydus Lifesciences Ltd,INE010B01027,Equity
532323,SHIVACEM,Shiva Cement Ltd,INE555C01029,Equity
532324,CINEVISTA,Cinevista Ltd,INE039B01026,Equity
532326,INTENTECH,Intense Technologies Ltd,INE781A01025,Equity
532329,DANLAW,Danlaw Technologies India Ltd,INE310B01013,Equity
532331,AJANTPHARM,Ajanta Pharma Ltd,INE031B01049,Equity
532332,CURAA,Cura Technologies Ltd,INE117B01020,Equity
532333,HBPOR,HB Portfolio Ltd,INE638B01025,Equity
532334,HBESD,HB Estate Developers Ltd,INE640B01021,Equity
532335,AMBICAAGAR,Ambica Agarbathies & Aroma Industries Ltd,INE792B01012,Equity
532336,BARONINF,Baron Infotech Ltd,INE228B01017,Equity
532339,COMPUSOFT,Compucom Software Ltd,INE453B01029,Equity
532340,OMNIAX,Omni AXs Software Ltd,INE369B01019,Equity
532341,IZMO,IZMO Ltd,INE848A01014,Equity
532343,TVSMOTOR,TVS Motor Company Ltd,INE494B01023,Equity
532344,SOFTSOL,Softsol India Ltd,INE002B01016,Equity
532345,ACLGATI,Allcargo Gati Ltd,INE152B01027,Equity
532348,SUBEXLTD,Subex Ltd,INE754A01055,Equity
532349,TCI,Transport Corporation of India Ltd,INE688A01022,Equity
532350,PADMALAYAT,Padmalaya Telefilms Ltd,INE243B01016,Equity
532351,AKSHOPTFBR,Aksh Optifibre Ltd,INE523B01011,Equity
532354,VIRGOGLOB,Virgo Global Ltd,INE400B01020,Equity
532355,PICTUREHS,Picturehouse Media Ltd,INE448B01029,Equity
532356,TRIVENI,Triveni Engineering & Industries Ltd,INE256C01024,Equity
532357,MUKTAARTS,Mukta Arts Ltd,INE374B01019,Equity
532359,HITKITGLO,Hit Kit Global Solutions Ltd,INE309B01023,Equity
532362,NAGPI,Nagpur Power & Industries Ltd,INE099E01016,Equity
532365,DSSL,Dynacons Systems & Solutions Ltd,INE417B01040,Equity
532366,PNBGILTS,PNB Gilts Ltd,INE859A01011,Equity
532368,BCG,Brightcom Group Ltd,INE425B01027,Equity
532369,RAMCOIND,Ramco Industries Ltd,INE614A01028,Equity
532370,RAMCOSYS,Ramco Systems Ltd,INE246B01019,Equity
532371,TTML,Tata Teleservices (Maharashtra) Ltd,INE517B01013,Equity
532372,VIRINCHI,Virinchi Ltd,INE539B01017,Equity
532373,WEPSOLN,WEP Solutions Ltd,INE434B01029,Equity
532374,STLTECH,Sterlite Technologies Ltd,INE089C01029,Equity
532375,TIPSMUSIC,Tips Music Ltd,INE716B01029,Equity
532376,UMIYA-MRO,Umiya Buildcon Ltd,INE398B01018,Equity
532378,UNIVARTS,Universal Arts Ltd,INE464B01018,Equity
532379,FIRSTFIN,First Fintec Ltd,INE683B01047,Equity
532380,BABA,Baba Arts Ltd,INE893A01036,Equity
532382,BALAJITELE,Balaji Telefilms Ltd,INE794B01026,Equity
532384,TYCHE,Tyche Industries Ltd,INE443B01012,Equity
532386,CALSOFT,California Software Company Ltd,INE526B01014,Equity
532387,PNC,Pritish Nandy Communications Ltd,INE392B01011,Equity
532388,IOB,Indian Overseas Bank,INE565A01014,Equity
532390,TAJGVK,Taj Gvk Hotels & Resorts Ltd,INE586B01026,Equity
532392,CREATIVEYE,Creative Eye Ltd,INE230B01021,Equity
532395,AXISCADES,Axiscades Technologies Ltd,INE555B01013,Equity
532397,KONNDOR,Konndor Industries Ltd,INE971A01014,Equity
532398,UMESLTD,Usha Martin Education & Solutions Ltd,INE240C01028,Equity
532400,BSOFT,Birlasoft Ltd,INE836A01035,Equity
532402,USGTECH,USG Tech Solutions Ltd,INE718B01017,Equity
532403,4THGEN,Fourth Generation Information Systems Ltd,INE739B01039,Equity
532404,7TEC,Saven Technologies Ltd,INE856B01023,Equity
532406,AVANTEL,Avantel Ltd,INE005B01027,Equity
532407,MOSCHIP,Moschip Technologies Ltd,INE935B01025,Equity
532408,MEGASOFT,Megasoft Ltd,INE933B01012,Equity
532410,TRANSCOR,Transcorp International Ltd,INE330E01023,Equity
532413,CEREBRAINT,Cerebra Integrated Technologies Ltd,INE345B01019,Equity
532416,NEXTMEDIA,Next Mediaworks Ltd,INE747B01016,Equity
532419,SMARTLINK,Smartlink Holdings Ltd,INE178C01020,Equity
532424,GODREJCP,Godrej Consumer Products Ltd,INE102D01028,Equity
532425,GENUSPRIME,Genus Prime Infra Ltd,INE256D01014,Equity
532430,BFUTILITIE,BF Utilities Ltd,INE243D01012,Equity
532432,UNITDSPR,United Spirits Ltd,INE854D01024,Equity
532435,SANINFRA,Sanmit Infra Ltd,INE799C01031,Equity
532439,OLECTRA,Olectra Greentech Ltd,INE260D01016,Equity
532440,MPSLTD,MPS Ltd,INE943D01017,Equity
532443,CERA,Cera Sanitaryware Ltd,INE739E01017,Equity
532444,TSPIRITUAL,T Spiritual World Ltd,INE541C01037,Equity
532454,BHARTIARTL,Bharti Airtel Ltd,INE397D01024,Equity
532455,SHALIWIR,Shalimar Wires Industries Ltd,INE655D01025,Equity
532456,COMPINFO,Compuage Infocom Ltd,INE070C01037,Equity
532457,GULPOLY,Gulshan Polyols Ltd,INE255D01024,Equity
532460,PONNIERODE,Ponni Sugars (Erode) Ltd,INE838E01017,Equity
532461,PNB,Punjab National Bank,INE160A01022,Equity
532466,OFSS,Oracle Financial Services Software Ltd,INE881D01027,Equity
532467,HAZOOR,Hazoor Multi Projects Ltd,INE550F01049,Equity
532468,KAMAHOLD,Kama Holdings Ltd,INE411F01010,Equity
532470,MPFSL,MATHER & PLATT FIRE SYSTEMS LTD.,INE095E01022,Equity
532475,APTECHT,Aptech Ltd,INE266F01018,Equity
532477,UNIONBANK,Union Bank of India,INE692A01016,Equity
532478,UBL,United Breweries Ltd,INE686F01025,Equity
532479,ISMTLTD,ISMT LTD.,INE732F01019,Equity
532481,NOIDATOLL,Noida Toll Bridge Company Ltd,INE781B01015,Equity
532482,GRANULES,Granules India Ltd,INE101D01020,Equity
532483,CANBK,Canara Bank,INE476A01022,Equity
532485,BLIL,Balmer Lawrie Investments Ltd,INE525F01025,Equity
532486,POKARNA,Pokarna Ltd,INE637C01025,Equity
532488,DIVISLAB,Divis Laboratories Ltd,INE361B01024,Equity
532493,ASTRAMICRO,Astra Microwave Products Ltd,INE386C01029,Equity
532497,RADICO,Radico Khaitan Ltd,INE944F01028,Equity
532500,MARUTI,Maruti Suzuki India Ltd,INE585B01010,Equity
532503,RAJPALAYAM,Rajapalayam Mills Ltd,INE296E01026,Equity
532504,NAVINFLUOR,Navin Fluorine International Ltd,INE048G01026,Equity
532505,UCOBANK,UCO Bank,INE691A01018,Equity
532507,BAGFILMS,B.A.G. Films and Media Ltd,INE116D01028,Equity
532508,JSL,Jindal Stainless Ltd,INE220G01021,Equity
532509,SUPRAJIT,Suprajit Engineering Ltd,INE399C01030,Equity
532513,TVSELECT,TVS Electronics Ltd,INE236G01019,Equity
532514,IGL,Indraprastha Gas Ltd,INE203G01027,Equity
532515,TVTODAY,TV Today Network Ltd,INE038F01029,Equity
532521,PALREDTEC,Palred Technologies Ltd,INE218G01033,Equity
532522,PETRONET,Petronet LNG Ltd,INE347G01014,Equity
532523,BIOCON,Biocon Ltd,INE376G01013,Equity
532524,PTC,PTC India Ltd,INE877F01012,Equity
532525,MAHABANK,Bank of Maharashtra,INE457A01014,Equity
532527,RKFORGE,Ramkrishna Forgings Ltd,INE399G01023,Equity
532528,DATAMATICS,Datamatics Global Services Ltd,INE365B01017,Equity
532529,NDTV,New Delhi Television Ltd,INE155G01029,Equity
532531,STAR,Strides Pharma Science Ltd,INE939A01011,Equity
532532,JPASSOCIAT,Jaiprakash Associates Ltd,INE455F01025,Equity
532538,ULTRACEMCO,UltraTech Cement Ltd,INE481G01011,Equity
532539,UNOMINDA,UNO Minda Ltd,INE405E01023,Equity
532540,TCS,Tata Consultancy Services Ltd,INE467B01029,Equity
532541,COFORGE,Coforge Ltd,INE591G01025,Equity
532543,GULFPETRO,GP Petroleums Ltd,INE586G01017,Equity
532548,CENTURYPLY,Century Plyboards (India) Ltd,INE348B01021,Equity
532553,WELENT,Welspun Enterprises Ltd,INE625G01013,Equity
532555,NTPC,NTPC Ltd,INE733E01010,Equity
532604,SALSTEEL,S.A.L. Steel Ltd,INE658G01014,Equity
532605,JBMA,JBM Auto Ltd,INE927D01051,Equity
532610,DWARKESH,Dwarikesh Sugar Industries Ltd,INE366A01041,Equity
532612,INDOCO,Indoco Remedies Ltd,INE873D01024,Equity
532613,VIPCLOTHNG,VIP Clothing Ltd,INE450G01024,Equity
532614,IMPEXFERRO,Impex Ferro Tech Ltd,INE691G01015,Equity
532616,XCHANGING,Xchanging Solutions Ltd,INE692G01013,Equity
532617,JETAIRWAYS,JET AIRWAYS (INDIA) LTD.,INE802G01018,Equity
532621,MORARJEE,Morarjee Textiles Ltd,INE161G01027,Equity
532624,JINDALPHOT,Jindal Photo Ltd,INE796G01012,Equity
532626,POCL,Pondy Oxides & Chemicals Ltd,INE063E01053,Equity
532627,JPPOWER,Jaiprakash Power Ventures Ltd,INE351F01018,Equity
532628,3IINFOLTD,3i Infotech Ltd,INE748C01038,Equity
532629,MBECL,MCNALLY BHARAT ENGINEERING COMPANY LTD.,INE748A01016,Equity
532630,GOKEX,Gokaldas Exports Ltd,INE887G01027,Equity
532633,ALLDIGI,Alldigi Tech Ltd,INE835G01018,Equity
532636,IIFL,IIFL Finance Ltd,INE530B01024,Equity
532637,MANGALAM,Mangalam Drugs & Organics Ltd,INE584F01014,Equity
532638,SHOPERSTOP,Shoppers Stop Ltd,INE498B01024,Equity
532640,CYBERMEDIA,Cyber Media India Ltd,INE278G01037,Equity
532641,NDL,Nandan Denim Ltd,INE875G01048,Equity
532642,JSWHL,JSW Holdings Ltd,INE824G01012,Equity
532644,JKCEMENT,JK Cement Ltd,INE823G01014,Equity
532645,BEEYU,Beeyu Overseas Ltd,INE052B01011,Equity
532648,YESBANK,Yes Bank Ltd,INE528G01035,Equity
532649,NECLIFE,Nectar Lifesciences Ltd,INE023H01027,Equity
532650,MSPL,MSP Steel & Power Ltd,INE752G01015,Equity
532651,SPLIL,SPL Industries Ltd,INE978G01016,Equity
532652,KTKBANK,Karnataka Bank Ltd,INE614B01018,Equity
532654,MCLEODRUSS,Mcleod Russel India Ltd,INE942G01012,Equity
532656,FACORALL,Facor Alloys Ltd,INE828G01013,Equity
532659,IDFC,IDFC LIMITED,INE043D01016,Equity
532660,VIVIMEDLAB,Vivimed Labs Ltd,INE526G01021,Equity
532661,RML,Rane (Madras) Ltd,INE050H01012,Equity
532662,HTMEDIA,HT Media Ltd,INE501G01024,Equity
532663,SASKEN,Sasken Technologies Ltd,INE231F01020,Equity
532665,RAJVIR,Rajvir Industries Ltd,INE011H01014,Equity
532666,FCSSOFT,FCS Software Solutions Ltd,INE512B01022,Equity
532667,SUZLON,Suzlon Energy Ltd,INE040H01021,Equity
532668,AURIONPRO,Aurionpro Solutions Ltd,INE132H01018,Equity
532670,RENUKA,Shree Renuka Sugars Ltd,INE087H01022,Equity
532673,KMSUGAR,K M Sugar Mills Ltd,INE157H01023,Equity
532674,BASML,Bannari Amman Spinning Mills Ltd,INE186H01022,Equity
532676,PBAINFRA,PBA Infrastructure Ltd,INE160H01019,Equity
532683,AIAENG,AIA Engineering Ltd,INE212H01026,Equity
532684,EKC,Everest Kanto Cylinder Ltd,INE184H01027,Equity
532686,KERNEX,Kernex Microsystems India Ltd,INE202H01019,Equity
532687,REPRO,Repro India Ltd,INE461B01014,Equity
532689,PVRINOX,PVR Inox Ltd,INE191H01014,Equity
532694,ASMS,Bartronics India Ltd,INE855F01042,Equity
532695,CELEBRITY,Celebrity Fashions Ltd,INE185H01016,Equity
532696,EDUCOMP,Educomp Solutions Ltd,INE216H01027,Equity
532698,NITINSPIN,Nitin Spinners Ltd,INE229H01012,Equity
532699,ROHLTD,Royal Orchid Hotels Ltd,INE283H01019,Equity
532700,ENIL,Entertainment Network (India) Ltd,INE265F01028,Equity
532701,CELLA,Cella Space Ltd,INE266H01014,Equity
532702,GSPL,Gujarat State Petronet Ltd,INE246F01010,Equity
532705,JAGRAN,Jagran Prakashan Ltd,INE199G01027,Equity
532707,DYNPRO,Dynemic Products Ltd,INE256H01015,Equity
532708,GVKPIL,GVK Power & Infrastructure Ltd,INE251H01024,Equity
532710,SADBHAV,Sadbhav Engineering Ltd,INE226H01026,Equity
532712,RCOM,Reliance Communications Ltd,INE330H01018,Equity
532713,SAKUMA,Sakuma Exports Ltd,INE190H01024,Equity
532714,KEC,KEC International Ltd,INE389H01022,Equity
532716,GILLANDERS,Gillanders Arbuthnot & Company Ltd,INE047B01011,Equity
532717,INDOTECH,Indo Tech Transformers Ltd,INE332H01014,Equity
532719,BLKASHYAP,B. L. Kashyap and Sons Ltd,INE350H01032,Equity
532720,M&MFIN,Mahindra & Mahindra Financial Services Ltd,INE774D01024,Equity
532721,VISASTEEL,Visa Steel Ltd,INE286H01012,Equity
532722,NITCO,Nitco Ltd,INE858F01012,Equity
532723,MPDL,MPDL Ltd,INE493H01014,Equity
532725,SOLARINDS,Solar Industries India Ltd,INE343H01029,Equity
532726,GALLANTT,Gallantt Ispat Ltd,INE297H01019,Equity
532728,MALUPAPER,Malu Paper Mills Ltd,INE383H01017,Equity
532729,UTTAMSUGAR,Uttam Sugar Mills Ltd,INE786F01031,Equity
532730,SGL,STL Global Ltd,INE353H01010,Equity
532732,KKCL,Kewal Kiran Clothing Ltd,INE401H01017,Equity
532733,SUNTV,Sun TV Network Ltd,INE424H01027,Equity
532734,GPIL,Godawari Power and Ispat Ltd,INE177H01039,Equity
532735,RSYSTEMS,R Systems International Ltd,INE411H01032,Equity
532737,EMKAY,Emkay Global Financial Services Ltd,INE296H01011,Equity
532738,TICL,Twamev Construction And Infrastructure Ltd,INE388G01026,Equity
532740,LOKESHMACH,Lokesh Machines Ltd,INE397H01017,Equity
532741,KAMDHENU,Kamdhenu Ltd,INE390H01020,Equity
532742,PAUSHAKLTD,Paushak Ltd,INE111F01024,Equity
532744,GTNTEX,GTN Textiles Ltd,INE302H01017,Equity
532745,INDICAP,Inditrade Capital Ltd,INE347H01012,Equity
532748,PFOCUS,Prime Focus Ltd,INE367G01038,Equity
532749,ALLCARGO,Allcargo Logistics Ltd,INE418H01029,Equity
532754,GMRAIRPORT,GMR Airports Ltd,INE776C01039,Equity
532755,TECHM,Tech Mahindra Ltd,INE669C01036,Equity
532756,CIEINDIA,CIE Automotive India Ltd,INE536H01010,Equity
532757,VOLTAMP,Voltamp Transformers Ltd,INE540H01012,Equity
532759,ATLANTAA,Atlantaa Ltd,INE285H01022,Equity
532760,DEEPENR,Deep Energy Resources Ltd,INE677H01012,Equity
532761,HGM,HandsOn Global Management (HGM)Ltd,INE596H01014,Equity
532762,ACE,Action Construction Equipment Ltd,INE731H01025,Equity
532764,GEECEE,GeeCee Ventures Ltd,INE916G01016,Equity
532766,RICHAIND,RICHA INDUSTRIES LTD.,INE516H01012,Equity
532768,FIEMIND,Fiem Industries Ltd,INE737H01014,Equity
532771,JHS,JHS Svendgaard Laboratories Ltd,INE544H01014,Equity
532772,DCBBANK,DCB Bank Ltd,INE503A01015,Equity
532773,GLOBALVECT,Global Vectra Helicorp Ltd,INE792H01019,Equity
532774,INSPIRISYS,Inspirisys Solutions Ltd,INE020G01017,Equity
532775,GTLINFRA,GTL Infrastructure Ltd,INE221H01019,Equity
532776,SHIVAMAUTO,Shivam Autotech Ltd,INE637H01024,Equity
532777,NAUKRI,Info Edge (India) Ltd,INE663F01032,Equity
532779,TORNTPOWER,Torrent Power Ltd,INE813H01021,Equity
532780,PARSVNATH,Parsvnath Developers Ltd,INE561H01026,Equity
